Loyalty#,Behavioral_Month_Cluster_Name
122009,"Avr|May Companion
(Less travel on may)"
453136,"Moderate travelers
(Current average)"
922188,"Avr|Mar Companion
(Less travel on mar)"
780529,No Traveler
721438,"Avr|Dec Companion
(Less travel on dec)"
761015,"Avr|Dec Companion
(Less travel on dec)"
671528,"Avr|Jan Companion
(Less travel on jan)"
240500,"Winter Traveler
(December with someone)"
800220,"Few Trips a Year
(Traveling rarely)"
749801,"Avr|Jun Companion
(Less travel on jun)"
625434,"Avr|Dec Companion
(Less travel on dec)"
505070,No Traveler
120554,"Avr|Mar Companion
(Less travel on mar)"
962661,"Avr|Point Acumulator
(No companions)"
622697,"Moderate travelers
(Current average)"
501856,"Avr|Point Acumulator
(No companions)"
893057,"Moderate travelers
(Current average)"
541163,"Avr|Nov Companion
(Less travel on nov)"
736615,"Few Trips a Year
(Traveling rarely)"
967883,"Avr|Jan Companion
(Less travel on jan)"
248011,"Avr|Point Acumulator
(No companions)"
959137,"Avr|Point Acumulator
(No companions)"
591854,"Few Trips a Year
(Traveling rarely)"
346225,"Avr|Nov Companion
(Less travel on nov)"
625318,No Traveler
450150,No Traveler
569315,"Moderate travelers
(Current average)"
622036,"Holiday traveler
(summer companions, winter alone)"
287343,No Traveler
226842,"Avr|Dec Companion
(Less travel on dec)"
802084,No Traveler
540268,No Traveler
504190,No Traveler
566630,"Avr|Mar Companion
(Less travel on mar)"
374639,"Avr|May Companion
(Less travel on may)"
447470,"Avr|Nov Companion
(Less travel on nov)"
442306,"Avr|Jan Companion
(Less travel on jan)"
901978,"Few Trips a Year
(Traveling rarely)"
330040,"Avr|Dec Companion
(Less travel on dec)"
899009,"Avr|Feb Companion
(Less travel on feb)"
988510,"Avr|Dec Companion
(Less travel on dec)"
124355,"Avr|Jan Companion
(Less travel on jan)"
429557,"Avr|Nov Companion
(Less travel on nov)"
176599,"Avr|Mar Companion
(Less travel on mar)"
550058,"Avr|Jan Companion
(Less travel on jan)"
577872,"Avr|Mar Companion
(Less travel on mar)"
731696,"Avr|Jan Companion
(Less travel on jan)"
773086,"Avr|Nov Companion
(Less travel on nov)"
713423,"Avr|Mar Companion
(Less travel on mar)"
965154,"Few Trips a Year
(Traveling rarely)"
432938,"Avr|Nov Companion
(Less travel on nov)"
757446,"Avr|Nov Companion
(Less travel on nov)"
531293,"Few Trips a Year
(Traveling rarely)"
763132,"Avr|Oct Companion
(Less travel on oct)"
271680,"Avr|Mar Companion
(Less travel on mar)"
547575,"Avr|Point Acumulator
(No companions)"
845041,"Avr|Mar Companion
(Less travel on mar)"
856705,"Avr|Jun Companion
(Less travel on jun)"
532945,No Traveler
111584,"Few Trips a Year
(Traveling rarely)"
612339,"Avr|May Companion
(Less travel on may)"
720514,"Avr|Feb Companion
(Less travel on feb)"
413426,"Moderate travelers
(Current average)"
702746,"Avr|Jun Companion
(Less travel on jun)"
442458,"Avr|Jun Companion
(Less travel on jun)"
513553,"Avr|Mar Companion
(Less travel on mar)"
665645,"Winter Traveler
(December with someone)"
724378,"Avr|Dec Companion
(Less travel on dec)"
701308,"Avr|Point Acumulator
(No companions)"
275762,"Moderate travelers
(Current average)"
649321,"Avr|May Companion
(Less travel on may)"
286262,"Avr|Jun Companion
(Less travel on jun)"
391509,"Moderate travelers
(Current average)"
420490,"Moderate travelers
(Current average)"
162167,"Avr|Mar Companion
(Less travel on mar)"
809299,"Holiday traveler
(summer companions, winter alone)"
327474,"Avr|May Companion
(Less travel on may)"
274428,"Moderate travelers
(Current average)"
791342,"Avr|Point Acumulator
(No companions)"
352005,"Avr|May Companion
(Less travel on may)"
526164,"Moderate travelers
(Current average)"
898495,"Avr|Dec Companion
(Less travel on dec)"
499423,No Traveler
291509,"Avr|Dec Companion
(Less travel on dec)"
472325,"Avr|Jan Companion
(Less travel on jan)"
165484,"Avr|Mar Companion
(Less travel on mar)"
730088,"Avr|Mar Companion
(Less travel on mar)"
759311,"Avr|Mar Companion
(Less travel on mar)"
682813,"Avr|Nov Companion
(Less travel on nov)"
206119,"Avr|Mar Companion
(Less travel on mar)"
933552,No Traveler
522788,"Winter Traveler
(December with someone)"
547699,"Avr|Jan Companion
(Less travel on jan)"
286182,No Traveler
980837,"Few Trips a Year
(Traveling rarely)"
858341,"Avr|Feb Companion
(Less travel on feb)"
266284,"Avr|Dec Companion
(Less travel on dec)"
454630,"Avr|Feb Companion
(Less travel on feb)"
580169,"Avr|Feb Companion
(Less travel on feb)"
818616,"Avr|Nov Companion
(Less travel on nov)"
439092,"Holiday traveler
(summer companions, winter alone)"
808392,"Avr|Feb Companion
(Less travel on feb)"
834726,"Avr|Point Acumulator
(No companions)"
465842,"Avr|Nov Companion
(Less travel on nov)"
837031,"Avr|Jan Companion
(Less travel on jan)"
367751,"Avr|Nov Companion
(Less travel on nov)"
136020,"Avr|Point Acumulator
(No companions)"
191150,"Holiday traveler
(summer companions, winter alone)"
256188,"Winter Traveler
(December with someone)"
495286,"Avr|Nov Companion
(Less travel on nov)"
939521,No Traveler
783604,"Avr|Mar Companion
(Less travel on mar)"
453654,"Avr|Mar Companion
(Less travel on mar)"
271297,"Winter Traveler
(December with someone)"
600914,"Avr|May Companion
(Less travel on may)"
847771,"Avr|Point Acumulator
(No companions)"
663521,"Avr|Oct Companion
(Less travel on oct)"
900795,"Avr|Feb Companion
(Less travel on feb)"
559007,"Avr|May Companion
(Less travel on may)"
515656,"Avr|Nov Companion
(Less travel on nov)"
612019,"Winter Traveler
(December with someone)"
727648,"Avr|Nov Companion
(Less travel on nov)"
817070,"Avr|Point Acumulator
(No companions)"
107466,"Avr|Point Acumulator
(No companions)"
352916,"Avr|Mar Companion
(Less travel on mar)"
692535,"Avr|Dec Companion
(Less travel on dec)"
128572,No Traveler
986551,"Avr|Point Acumulator
(No companions)"
330947,No Traveler
568678,"Avr|Mar Companion
(Less travel on mar)"
389146,"Moderate travelers
(Current average)"
787086,No Traveler
676406,"Avr|Dec Companion
(Less travel on dec)"
401859,"Avr|Feb Companion
(Less travel on feb)"
371422,"Avr|Jan Companion
(Less travel on jan)"
492226,"Winter Traveler
(December with someone)"
842527,"Avr|Jun Companion
(Less travel on jun)"
789465,No Traveler
653259,"Avr|Jan Companion
(Less travel on jan)"
161414,"Winter Traveler
(December with someone)"
391557,"Holiday traveler
(summer companions, winter alone)"
787416,"Avr|May Companion
(Less travel on may)"
845435,"Avr|Feb Companion
(Less travel on feb)"
992854,"Avr|Oct Companion
(Less travel on oct)"
293676,"Avr|Mar Companion
(Less travel on mar)"
431586,"Avr|Feb Companion
(Less travel on feb)"
202831,"Avr|Point Acumulator
(No companions)"
811022,No Traveler
465570,"Moderate travelers
(Current average)"
970152,No Traveler
325268,"Avr|Oct Companion
(Less travel on oct)"
560597,"Few Trips a Year
(Traveling rarely)"
976413,"Avr|Mar Companion
(Less travel on mar)"
274117,"Avr|Point Acumulator
(No companions)"
321436,"Avr|Point Acumulator
(No companions)"
116948,"Holiday traveler
(summer companions, winter alone)"
190716,"Holiday traveler
(summer companions, winter alone)"
621814,"Avr|Mar Companion
(Less travel on mar)"
779679,"Avr|Dec Companion
(Less travel on dec)"
992886,"Few Trips a Year
(Traveling rarely)"
194813,"Winter Traveler
(December with someone)"
204693,"Avr|Dec Companion
(Less travel on dec)"
877352,"Few Trips a Year
(Traveling rarely)"
957413,"Avr|Point Acumulator
(No companions)"
221254,"Avr|May Companion
(Less travel on may)"
319850,"Moderate travelers
(Current average)"
407305,"Avr|May Companion
(Less travel on may)"
428345,No Traveler
466953,"Avr|Jan Companion
(Less travel on jan)"
808399,"Avr|Dec Companion
(Less travel on dec)"
107902,"Avr|May Companion
(Less travel on may)"
136637,"Avr|Nov Companion
(Less travel on nov)"
847579,"Moderate travelers
(Current average)"
882025,"Moderate travelers
(Current average)"
465746,"Avr|Feb Companion
(Less travel on feb)"
615617,"Avr|Dec Companion
(Less travel on dec)"
908580,"Avr|Dec Companion
(Less travel on dec)"
156879,No Traveler
800481,"Avr|Jun Companion
(Less travel on jun)"
914799,No Traveler
109399,"Avr|Nov Companion
(Less travel on nov)"
577726,"Avr|Feb Companion
(Less travel on feb)"
768078,"Moderate travelers
(Current average)"
941984,"Holiday traveler
(summer companions, winter alone)"
894436,"Avr|Feb Companion
(Less travel on feb)"
643605,"Avr|Point Acumulator
(No companions)"
237651,"Avr|Jan Companion
(Less travel on jan)"
420488,"Avr|Oct Companion
(Less travel on oct)"
568712,"Avr|Point Acumulator
(No companions)"
935876,"Avr|Point Acumulator
(No companions)"
616416,"Avr|May Companion
(Less travel on may)"
888404,"Winter Traveler
(December with someone)"
101018,"Avr|Mar Companion
(Less travel on mar)"
387971,"Avr|Mar Companion
(Less travel on mar)"
395525,"Avr|May Companion
(Less travel on may)"
792873,"Avr|Dec Companion
(Less travel on dec)"
501877,"Avr|Mar Companion
(Less travel on mar)"
436990,"Avr|Feb Companion
(Less travel on feb)"
965758,"Avr|Nov Companion
(Less travel on nov)"
660178,"Avr|Oct Companion
(Less travel on oct)"
904741,"Avr|May Companion
(Less travel on may)"
406367,No Traveler
787277,No Traveler
576936,"Avr|Dec Companion
(Less travel on dec)"
626767,No Traveler
161780,No Traveler
974848,"Few Trips a Year
(Traveling rarely)"
363199,"Avr|May Companion
(Less travel on may)"
516337,"Avr|Nov Companion
(Less travel on nov)"
666301,"Avr|Nov Companion
(Less travel on nov)"
676376,"Avr|Feb Companion
(Less travel on feb)"
202696,"Avr|Mar Companion
(Less travel on mar)"
409174,No Traveler
150253,"Avr|Mar Companion
(Less travel on mar)"
160927,"Avr|Mar Companion
(Less travel on mar)"
793608,No Traveler
515805,"Avr|Oct Companion
(Less travel on oct)"
390974,"Avr|Jan Companion
(Less travel on jan)"
289151,"Avr|May Companion
(Less travel on may)"
445177,"Avr|Feb Companion
(Less travel on feb)"
542014,"Avr|Point Acumulator
(No companions)"
958767,"Avr|Nov Companion
(Less travel on nov)"
859957,"Avr|Mar Companion
(Less travel on mar)"
220244,"Avr|Point Acumulator
(No companions)"
387506,"Avr|Nov Companion
(Less travel on nov)"
387121,"Avr|Jun Companion
(Less travel on jun)"
173235,"Holiday traveler
(summer companions, winter alone)"
801882,"Avr|Nov Companion
(Less travel on nov)"
612013,"Holiday traveler
(summer companions, winter alone)"
733046,"Avr|Nov Companion
(Less travel on nov)"
356460,"Avr|Point Acumulator
(No companions)"
428604,"Few Trips a Year
(Traveling rarely)"
484811,"Avr|Mar Companion
(Less travel on mar)"
947234,No Traveler
275049,"Avr|Jan Companion
(Less travel on jan)"
770362,No Traveler
129343,"Avr|Jan Companion
(Less travel on jan)"
288369,"Avr|Mar Companion
(Less travel on mar)"
382464,"Avr|Point Acumulator
(No companions)"
890395,"Avr|Point Acumulator
(No companions)"
909677,"Avr|Feb Companion
(Less travel on feb)"
650657,"Avr|Oct Companion
(Less travel on oct)"
352026,"Few Trips a Year
(Traveling rarely)"
493283,"Avr|Dec Companion
(Less travel on dec)"
610573,"Avr|Nov Companion
(Less travel on nov)"
181728,"Avr|Dec Companion
(Less travel on dec)"
253098,"Avr|Jan Companion
(Less travel on jan)"
930848,"Avr|Point Acumulator
(No companions)"
681921,"Avr|Feb Companion
(Less travel on feb)"
751824,"Avr|Feb Companion
(Less travel on feb)"
505779,"Avr|Jan Companion
(Less travel on jan)"
129434,"Avr|Nov Companion
(Less travel on nov)"
501875,"Moderate travelers
(Current average)"
131228,"Holiday traveler
(summer companions, winter alone)"
144593,"Avr|Feb Companion
(Less travel on feb)"
958472,"Avr|Jan Companion
(Less travel on jan)"
226387,"Winter Traveler
(December with someone)"
423153,No Traveler
314742,"Moderate travelers
(Current average)"
345802,"Avr|Jun Companion
(Less travel on jun)"
608326,"Few Trips a Year
(Traveling rarely)"
401424,"Few Trips a Year
(Traveling rarely)"
383808,"Avr|Dec Companion
(Less travel on dec)"
880505,"Avr|Jun Companion
(Less travel on jun)"
318561,"Avr|Point Acumulator
(No companions)"
174729,"Avr|Dec Companion
(Less travel on dec)"
371675,"Moderate travelers
(Current average)"
774249,No Traveler
782329,"Avr|Jan Companion
(Less travel on jan)"
640920,No Traveler
947408,"Moderate travelers
(Current average)"
586199,"Holiday traveler
(summer companions, winter alone)"
384543,"Avr|Jun Companion
(Less travel on jun)"
182320,"Avr|Mar Companion
(Less travel on mar)"
279430,"Avr|Point Acumulator
(No companions)"
832367,"Avr|Feb Companion
(Less travel on feb)"
465962,"Avr|Feb Companion
(Less travel on feb)"
762272,"Avr|Oct Companion
(Less travel on oct)"
926874,No Traveler
857247,"Avr|Oct Companion
(Less travel on oct)"
719673,"Avr|Dec Companion
(Less travel on dec)"
643117,"Avr|Jun Companion
(Less travel on jun)"
440785,"Avr|Nov Companion
(Less travel on nov)"
588980,"Avr|Mar Companion
(Less travel on mar)"
731593,"Avr|Point Acumulator
(No companions)"
700343,"Avr|Oct Companion
(Less travel on oct)"
608508,"Avr|Jun Companion
(Less travel on jun)"
662594,"Avr|Point Acumulator
(No companions)"
583539,"Avr|Jun Companion
(Less travel on jun)"
168727,No Traveler
741483,"Avr|Point Acumulator
(No companions)"
526867,No Traveler
432031,"Avr|Point Acumulator
(No companions)"
490806,"Avr|May Companion
(Less travel on may)"
587136,"Holiday traveler
(summer companions, winter alone)"
424451,No Traveler
306596,"Winter Traveler
(December with someone)"
246737,"Avr|Mar Companion
(Less travel on mar)"
256544,"Avr|Nov Companion
(Less travel on nov)"
344580,"Holiday traveler
(summer companions, winter alone)"
534904,"Avr|Mar Companion
(Less travel on mar)"
713998,"Avr|Jan Companion
(Less travel on jan)"
602222,"Avr|Feb Companion
(Less travel on feb)"
656027,"Avr|Dec Companion
(Less travel on dec)"
575123,"Avr|Point Acumulator
(No companions)"
707869,"Avr|Nov Companion
(Less travel on nov)"
752688,"Avr|Jan Companion
(Less travel on jan)"
327015,"Avr|Jun Companion
(Less travel on jun)"
442868,"Avr|Oct Companion
(Less travel on oct)"
681649,"Avr|Jun Companion
(Less travel on jun)"
507189,"Moderate travelers
(Current average)"
111176,"Avr|Point Acumulator
(No companions)"
893789,"Avr|Mar Companion
(Less travel on mar)"
764844,No Traveler
397820,"Avr|May Companion
(Less travel on may)"
898437,"Avr|Oct Companion
(Less travel on oct)"
788407,"Avr|Jun Companion
(Less travel on jun)"
310252,"Avr|Nov Companion
(Less travel on nov)"
147700,"Avr|Jan Companion
(Less travel on jan)"
547190,"Avr|Point Acumulator
(No companions)"
654086,"Avr|Mar Companion
(Less travel on mar)"
919818,"Avr|Oct Companion
(Less travel on oct)"
763084,"Avr|Point Acumulator
(No companions)"
204237,"Few Trips a Year
(Traveling rarely)"
611086,"Avr|Mar Companion
(Less travel on mar)"
205367,"Winter Traveler
(December with someone)"
422245,No Traveler
152139,"Avr|Dec Companion
(Less travel on dec)"
278865,"Avr|Oct Companion
(Less travel on oct)"
320685,"Avr|Mar Companion
(Less travel on mar)"
459099,"Avr|Jan Companion
(Less travel on jan)"
811619,"Avr|Jun Companion
(Less travel on jun)"
883376,"Holiday traveler
(summer companions, winter alone)"
733658,"Avr|Point Acumulator
(No companions)"
298829,"Avr|Oct Companion
(Less travel on oct)"
226422,"Avr|Point Acumulator
(No companions)"
314189,"Winter Traveler
(December with someone)"
436969,"Avr|Point Acumulator
(No companions)"
544837,"Avr|Feb Companion
(Less travel on feb)"
560936,"Few Trips a Year
(Traveling rarely)"
636965,"Avr|Oct Companion
(Less travel on oct)"
266516,"Avr|Nov Companion
(Less travel on nov)"
346103,"Avr|Point Acumulator
(No companions)"
778393,"Avr|May Companion
(Less travel on may)"
259700,No Traveler
234588,"Avr|Oct Companion
(Less travel on oct)"
580834,"Avr|Mar Companion
(Less travel on mar)"
733601,No Traveler
402177,No Traveler
959192,"Avr|Mar Companion
(Less travel on mar)"
718031,"Avr|Point Acumulator
(No companions)"
187390,"Winter Traveler
(December with someone)"
603587,"Avr|Mar Companion
(Less travel on mar)"
425717,"Avr|Nov Companion
(Less travel on nov)"
184755,"Few Trips a Year
(Traveling rarely)"
222050,No Traveler
472964,"Avr|Point Acumulator
(No companions)"
499027,"Avr|Point Acumulator
(No companions)"
761240,"Avr|Oct Companion
(Less travel on oct)"
885933,"Avr|Mar Companion
(Less travel on mar)"
945199,"Winter Traveler
(December with someone)"
501655,"Avr|Jan Companion
(Less travel on jan)"
530425,"Avr|Point Acumulator
(No companions)"
173252,"Avr|May Companion
(Less travel on may)"
148258,"Avr|Mar Companion
(Less travel on mar)"
140079,"Avr|May Companion
(Less travel on may)"
345615,"Moderate travelers
(Current average)"
996238,"Avr|Nov Companion
(Less travel on nov)"
540751,"Avr|Mar Companion
(Less travel on mar)"
798672,"Avr|Feb Companion
(Less travel on feb)"
929451,"Avr|Feb Companion
(Less travel on feb)"
526316,"Avr|Feb Companion
(Less travel on feb)"
913571,"Avr|Point Acumulator
(No companions)"
381065,No Traveler
492883,"Avr|Nov Companion
(Less travel on nov)"
656288,"Avr|Oct Companion
(Less travel on oct)"
731373,"Winter Traveler
(December with someone)"
840262,"Avr|Oct Companion
(Less travel on oct)"
844641,"Avr|Nov Companion
(Less travel on nov)"
366161,No Traveler
611481,"Avr|Jun Companion
(Less travel on jun)"
526586,"Avr|Mar Companion
(Less travel on mar)"
202035,No Traveler
112226,"Avr|Jun Companion
(Less travel on jun)"
712362,"Avr|Mar Companion
(Less travel on mar)"
614574,"Holiday traveler
(summer companions, winter alone)"
198570,No Traveler
415402,"Winter Traveler
(December with someone)"
749705,"Avr|Point Acumulator
(No companions)"
854249,"Avr|Jan Companion
(Less travel on jan)"
981117,"Avr|May Companion
(Less travel on may)"
148570,"Avr|Point Acumulator
(No companions)"
